company_industry,company_name,company_services,company_products,company_cmm_level,company_website,company_hr_mail,company_info_mail,company_career_mail,company_phone_number,company_mobile_number,company_wtsap_number,company_linkedin_url,company_facebook_url,company_instgram_url,company_twitter_url,company_youtube_url,company_start_date,company_director_name,company_director_email,company_director_mobile,company_director_phone,company_director_linkedin,company_clients,company_numberof_employees,company_office_address,company_branches_countries,company_branches_cities,company_technologies,company_investors,company_share_price,company_google_ranking,company_google_reviews,company_scope,company_future_projects,company_third_parties,company_founder,company_ceo,company_ceo_linkedin,company_ceo_mobile,company_business_model,company_history
Sony INC,TV/Electronics/Mobile,"Mobile,TV,Refrigerator",1234567890,1234567890,sony@testing.com,www.testing.com,Limbodi Khandwa Road,452001,Indore,MP,INDIA,91,ASIA,7314263617,qrcode,barcodenumber,2023-07-20T00:00:00.000Z,licensenumber,BTVPS90121AP,GST12345XYZ,certificate.jpg,gumasta.jpg,moa.jpg,msme.jpg,1.57999E+11,cheque.jpg,5555,Tim,Rose,timrose@gmail.com,1234,www.linkedin.com,reviews_id,4.5,www.facebook.com,www.instagram.com,www.linkedin.com,www.youtube.com,"India,Nepal","att1,att2",Apple story is very inspiring....
Sony INC,TV/Electronics/Mobile,"Mobile,TV,Refrigerator",1234567890,1234567890,sony@testing.com,www.testing.com,Limbodi Khandwa Road,452001,Indore,MP,INDIA,91,ASIA,7314263617,qrcode,barcodenumber,2023-07-20T00:00:00.000Z,licensenumber,BTVPS90121AP,GST12345XYZ,certificate.jpg,gumasta.jpg,moa.jpg,msme.jpg,1.57999E+11,cheque.jpg,5555,Tim,Rose,timrose@gmail.com,1234,www.linkedin.com,reviews_id,4.5,www.facebook.com,www.instagram.com,www.linkedin.com,www.youtube.com,"India,Nepal","att1,att2",Apple story is very inspiring....
Sony INC,TV/Electronics/Mobile,"Mobile,TV,Refrigerator",1234567890,1234567890,sony@testing.com,www.testing.com,Limbodi Khandwa Road,452001,Indore,MP,INDIA,91,ASIA,7314263617,qrcode,barcodenumber,2023-07-20T00:00:00.000Z,licensenumber,BTVPS90121AP,GST12345XYZ,certificate.jpg,gumasta.jpg,moa.jpg,msme.jpg,1.57999E+11,cheque.jpg,5555,Tim,Rose,timrose@gmail.com,1234,www.linkedin.com,reviews_id,4.5,www.facebook.com,www.instagram.com,www.linkedin.com,www.youtube.com,"India,Nepal","att1,att2",Apple story is very inspiring....
Sony INC,TV/Electronics/Mobile,"Mobile,TV,Refrigerator",1234567890,1234567890,sony@testing.com,www.testing.com,Limbodi Khandwa Road,452001,Indore,MP,INDIA,91,ASIA,7314263617,qrcode,barcodenumber,2023-07-20T00:00:00.000Z,licensenumber,BTVPS90121AP,GST12345XYZ,certificate.jpg,gumasta.jpg,moa.jpg,msme.jpg,1.57999E+11,cheque.jpg,5555,Tim,Rose,timrose@gmail.com,1234,www.linkedin.com,reviews_id,4.5,www.facebook.com,www.instagram.com,www.linkedin.com,www.youtube.com,"India,Nepal","att1,att2",Apple story is very inspiring....
Sony INC,TV/Electronics/Mobile,"Mobile,TV,Refrigerator",1234567890,1234567890,sony@testing.com,www.testing.com,Limbodi Khandwa Road,452001,Indore,MP,INDIA,91,ASIA,7314263617,qrcode,barcodenumber,2023-07-20T00:00:00.000Z,licensenumber,BTVPS90121AP,GST12345XYZ,certificate.jpg,gumasta.jpg,moa.jpg,msme.jpg,1.57999E+11,cheque.jpg,5555,Tim,Rose,timrose@gmail.com,1234,www.linkedin.com,reviews_id,4.5,www.facebook.com,www.instagram.com,www.linkedin.com,www.youtube.com,"India,Nepal","att1,att2",Apple story is very inspiring....
Sony INC,TV/Electronics/Mobile,"Mobile,TV,Refrigerator",1234567890,1234567890,sony@testing.com,www.testing.com,Limbodi Khandwa Road,452001,Indore,MP,INDIA,91,ASIA,7314263617,qrcode,barcodenumber,2023-07-20T00:00:00.000Z,licensenumber,BTVPS90121AP,GST12345XYZ,certificate.jpg,gumasta.jpg,moa.jpg,msme.jpg,1.57999E+11,cheque.jpg,5555,Tim,Rose,timrose@gmail.com,1234,www.linkedin.com,reviews_id,4.5,www.facebook.com,www.instagram.com,www.linkedin.com,www.youtube.com,"India,Nepal","att1,att2",Apple story is very inspiring....
Sony INC,TV/Electronics/Mobile,"Mobile,TV,Refrigerator",1234567890,1234567890,sony@testing.com,www.testing.com,Limbodi Khandwa Road,452001,Indore,MP,INDIA,91,ASIA,7314263617,qrcode,barcodenumber,2023-07-20T00:00:00.000Z,licensenumber,BTVPS90121AP,GST12345XYZ,certificate.jpg,gumasta.jpg,moa.jpg,msme.jpg,1.57999E+11,cheque.jpg,5555,Tim,Rose,timrose@gmail.com,1234,www.linkedin.com,reviews_id,4.5,www.facebook.com,www.instagram.com,www.linkedin.com,www.youtube.com,"India,Nepal","att1,att2",Apple story is very inspiring....
Sony INC,TV/Electronics/Mobile,"Mobile,TV,Refrigerator",1234567890,1234567890,sony@testing.com,www.testing.com,Limbodi Khandwa Road,452001,Indore,MP,INDIA,91,ASIA,7314263617,qrcode,barcodenumber,2023-07-20T00:00:00.000Z,licensenumber,BTVPS90121AP,GST12345XYZ,certificate.jpg,gumasta.jpg,moa.jpg,msme.jpg,1.57999E+11,cheque.jpg,5555,Tim,Rose,timrose@gmail.com,1234,www.linkedin.com,reviews_id,4.5,www.facebook.com,www.instagram.com,www.linkedin.com,www.youtube.com,"India,Nepal","att1,att2",Apple story is very inspiring....
Sony INC,TV/Electronics/Mobile,"Mobile,TV,Refrigerator",1234567890,1234567890,sony@testing.com,www.testing.com,Limbodi Khandwa Road,452001,Indore,MP,INDIA,91,ASIA,7314263617,qrcode,barcodenumber,2023-07-20T00:00:00.000Z,licensenumber,BTVPS90121AP,GST12345XYZ,certificate.jpg,gumasta.jpg,moa.jpg,msme.jpg,1.57999E+11,cheque.jpg,5555,Tim,Rose,timrose@gmail.com,1234,www.linkedin.com,reviews_id,4.5,www.facebook.com,www.instagram.com,www.linkedin.com,www.youtube.com,"India,Nepal","att1,att2",Apple story is very inspiring....
Sony INC,TV/Electronics/Mobile,"Mobile,TV,Refrigerator",1234567890,1234567890,sony@testing.com,www.testing.com,Limbodi Khandwa Road,452001,Indore,MP,INDIA,91,ASIA,7314263617,qrcode,barcodenumber,2023-07-20T00:00:00.000Z,licensenumber,BTVPS90121AP,GST12345XYZ,certificate.jpg,gumasta.jpg,moa.jpg,msme.jpg,1.57999E+11,cheque.jpg,5555,Tim,Rose,timrose@gmail.com,1234,www.linkedin.com,reviews_id,4.5,www.facebook.com,www.instagram.com,www.linkedin.com,www.youtube.com,"India,Nepal","att1,att2",Apple story is very inspiring....
